time,price
2021-03-16 18:07:45,4173748.0
2021-03-16 18:07:48,4172911.0
2021-03-16 18:07:51,4174166.0
2021-03-16 18:07:54,4174166.0
2021-03-16 18:07:57,4170006.0
2021-03-16 18:08:00,4170006.0
2021-03-16 18:08:04,4169590.0
2021-03-16 18:08:07,4168758.0
2021-03-16 18:08:10,4168342.0
2021-03-16 18:08:13,4168342.0
2021-03-16 18:08:16,4168342.0
2021-03-16 18:08:19,4168342.0
2021-03-16 18:08:22,4168342.0
2021-03-16 18:08:19,4168342.0
2021-03-16 18:08:22,4168342.0
2021-03-16 18:08:25,4168342.0
2021-03-16 18:08:22,4168342.0
2021-03-16 18:08:25,4168342.0
2021-03-16 18:08:28,4168342.0
2021-03-16 18:08:31,4165590.0
2021-03-16 18:08:28,4168342.0
2021-03-16 18:08:34,4165590.0
2021-03-16 18:08:31,4165590.0
2021-03-16 18:08:34,4165590.0
2021-03-16 18:08:37,4165590.0
2021-03-16 18:08:34,4165590.0
2021-03-16 18:08:37,4165590.0
2021-03-16 18:08:40,4165590.0
2021-03-16 18:08:44,4164598.0
2021-03-16 18:08:47,4164598.0
2021-03-16 18:08:50,4164598.0
2021-03-16 18:08:53,4166678.0
2021-03-16 18:08:56,4165590.0
2021-03-16 18:08:59,4165590.0
2021-03-16 18:08:56,4165590.0
2021-03-16 18:08:59,4165590.0
2021-03-16 18:08:56,4165590.0
2021-03-16 18:08:59,4165590.0
2021-03-16 18:09:02,4165590.0
2021-03-16 18:09:05,4165590.0
2021-03-16 18:09:02,4165590.0
2021-03-16 18:09:05,4165590.0
2021-03-16 18:09:08,4165000.0
2021-03-16 18:09:05,4165590.0
2021-03-16 18:09:08,4165000.0
2021-03-16 18:09:11,4165000.0
2021-03-16 18:09:08,4165000.0
2021-03-16 18:09:11,4165000.0
2021-03-16 18:09:14,4164176.0
2021-03-16 18:09:11,4165000.0
2021-03-16 18:09:14,4164176.0
2021-03-16 18:09:17,4164176.0
2021-03-16 18:09:20,4163342.0
2021-03-16 18:09:23,4163342.0
2021-03-16 18:09:26,4163342.0
2021-03-16 18:09:29,4163342.0
2021-03-16 18:09:32,4163342.0
2021-03-16 18:09:36,4163342.0
2021-03-16 18:09:39,4163342.0
2021-03-16 18:09:42,4163258.0
2021-03-16 18:09:45,4163258.0
2021-03-16 18:09:48,4163258.0
2021-03-16 18:09:45,4163258.0
2021-03-16 18:09:48,4163258.0
2021-03-16 18:09:51,4163258.0
2021-03-16 18:09:48,4163258.0
2021-03-16 18:09:51,4163258.0
2021-03-16 18:09:54,4163258.0
2021-03-16 18:09:57,4163258.0
2021-03-16 18:09:54,4163258.0
2021-03-16 18:09:57,4163258.0
2021-03-16 18:10:00,4163342.0
2021-03-16 18:10:03,4162007.0
2021-03-16 18:10:06,4162007.0
2021-03-16 18:10:09,4162007.0
2021-03-16 18:10:06,4162007.0
2021-03-16 18:10:09,4162007.0
2021-03-16 18:10:12,4161264.0
2021-03-16 18:10:15,4161264.0
2021-03-16 18:10:18,4161264.0
2021-03-16 18:10:21,4161264.0
2021-03-16 18:10:24,4161264.0
2021-03-16 18:10:21,4161264.0
2021-03-16 18:10:24,4161264.0
2021-03-16 18:10:28,4161264.0
2021-03-16 18:10:24,4161264.0
2021-03-16 18:10:28,4161264.0
2021-03-16 18:10:31,4161264.0
2021-03-16 18:10:34,4161264.0
2021-03-16 18:10:31,4161264.0
2021-03-16 18:10:34,4161264.0
2021-03-16 18:10:37,4161264.0
2021-03-16 18:10:34,4161264.0
2021-03-16 18:10:37,4161264.0
2021-03-16 18:10:40,4161264.0
2021-03-16 18:10:43,4160430.0
2021-03-16 18:10:46,4159596.0
2021-03-16 18:10:49,4159596.0
2021-03-16 18:10:46,4159596.0
2021-03-16 18:10:49,4159596.0
2021-03-16 18:10:52,4160430.0
2021-03-16 18:10:55,4159500.0
2021-03-16 18:10:58,4159500.0
2021-03-16 18:11:01,4159500.0
2021-03-16 18:11:04,4159500.0
2021-03-16 18:11:07,4161116.0
2021-03-16 18:11:10,4159500.0
2021-03-16 18:11:07,4161116.0
2021-03-16 18:11:10,4159500.0
2021-03-16 18:11:13,4159500.0
2021-03-16 18:11:10,4159500.0
2021-03-16 18:11:13,4159500.0
2021-03-16 18:11:16,4159500.0
2021-03-16 18:11:19,4159500.0
2021-03-16 18:11:23,4159500.0
2021-03-16 18:11:26,4159500.0
2021-03-16 18:11:32,4159600.0
2021-03-16 18:11:29,4159500.0
2021-03-16 18:11:32,4159600.0
2021-03-16 18:11:35,4159600.0
2021-03-16 18:11:32,4159600.0
2021-03-16 18:11:35,4159600.0
2021-03-16 18:11:38,4159600.0
2021-03-16 18:11:41,4159600.0
2021-03-16 18:11:38,4159600.0
2021-03-16 18:11:41,4159600.0
2021-03-16 18:11:44,4159600.0
2021-03-16 18:11:47,4159600.0
2021-03-16 18:11:50,4160014.0
2021-03-16 18:11:53,4160014.0
2021-03-16 18:11:56,4158768.0
2021-03-16 18:11:53,4160014.0
2021-03-16 18:11:56,4158768.0
2021-03-16 18:11:59,4158768.0
2021-03-16 18:12:02,4158768.0
2021-03-16 18:12:05,4158768.0
2021-03-16 18:12:08,4158768.0
2021-03-16 18:12:11,4158768.0
2021-03-16 18:12:15,4158768.0
2021-03-16 18:12:18,4158768.0
2021-03-16 18:12:21,4158768.0
2021-03-16 18:12:24,4158768.0
2021-03-16 18:12:27,4158768.0
2021-03-16 18:12:24,4158768.0
2021-03-16 18:12:27,4158768.0
2021-03-16 18:12:30,4158768.0
2021-03-16 18:12:33,4158766.0
2021-03-16 18:12:36,4158766.0
2021-03-16 18:12:33,4158766.0
2021-03-16 18:12:36,4158766.0
2021-03-16 18:12:39,4158766.0
2021-03-16 18:12:42,4158766.0
2021-03-16 18:12:45,4158766.0
2021-03-16 18:12:48,4158766.0
2021-03-16 18:12:45,4158766.0
2021-03-16 18:12:48,4158766.0
2021-03-16 18:12:51,4163342.0
2021-03-16 18:12:54,4163342.0
2021-03-16 18:12:57,4163342.0
2021-03-16 18:13:00,4163342.0
2021-03-16 18:13:03,4163342.0
2021-03-16 18:13:00,4163342.0
2021-03-16 18:13:03,4163342.0
2021-03-16 18:13:06,4163342.0
2021-03-16 18:13:09,4163168.0
2021-03-16 18:13:12,4163168.0
2021-03-16 18:13:09,4163168.0
2021-03-16 18:13:12,4163168.0
2021-03-16 18:13:15,4162510.0
2021-03-16 18:13:12,4163168.0
2021-03-16 18:13:15,4162510.0
2021-03-16 18:13:19,4162510.0
2021-03-16 18:13:22,4162510.0
2021-03-16 18:13:19,4162510.0
2021-03-16 18:13:22,4162510.0
2021-03-16 18:13:25,4162510.0
2021-03-16 18:13:28,4162510.0
2021-03-16 18:13:31,4162510.0
2021-03-16 18:13:28,4162510.0
2021-03-16 18:13:31,4162510.0
2021-03-16 18:13:34,4162510.0
2021-03-16 18:13:36,4162510.0
2021-03-16 18:13:39,4162510.0
2021-03-16 18:13:42,4161678.0
2021-03-16 18:13:45,4161200.0
2021-03-16 18:13:49,4161678.0
2021-03-16 18:13:51,4161262.0
2021-03-16 18:13:54,4160846.0
2021-03-16 18:13:57,4160846.0
2021-03-16 18:14:00,4159598.0
2021-03-16 18:14:03,4159598.0
2021-03-16 18:14:06,4159598.0
2021-03-16 18:14:09,4159598.0
2021-03-16 18:14:12,4159598.0
2021-03-16 18:14:09,4159598.0
2021-03-16 18:14:15,4159598.0
2021-03-16 18:14:18,4158769.0
2021-03-16 18:14:15,4159598.0
2021-03-16 18:14:18,4158769.0
2021-03-16 18:14:21,4158769.0
2021-03-16 18:14:18,4158769.0
2021-03-16 18:14:21,4158769.0
2021-03-16 18:14:24,4158769.0
2021-03-16 18:14:27,4158769.0
2021-03-16 18:14:30,4158300.0
2021-03-16 18:14:33,4158300.0
2021-03-16 18:14:36,4157102.0
2021-03-16 18:14:39,4157102.0
2021-03-16 18:14:42,4157102.0
2021-03-16 18:14:39,4157102.0
2021-03-16 18:14:42,4157102.0
2021-03-16 18:14:45,4157102.0
